GUAY	0.005	-0.012	2012-02-29
GUAY	0.002	-0.010	2012-03-07
GUAY	0.004	-0.010	2012-03-14
GUAY	0.002	-0.009	2012-03-21
GUAY	0.001	-0.010	2012-03-28
GUAY	0.000	-0.010	2012-04-04
GUAY	0.002	-0.009	2012-04-11
GUAY	0.000	-0.009	2012-04-18
GUAY	0.000	-0.009	2012-04-25
GUAY	0.002	-0.008	2012-05-02
GUAY	0.001	-0.008	2012-05-09
GUAY	0.000	-0.009	2012-05-16
GUAY	0.001	-0.010	2012-05-23
GUAY	-0.001	-0.012	2012-05-30
GUAY	-0.001	-0.011	2012-06-06
GUAY	-0.002	-0.012	2012-06-13
GUAY	-0.001	-0.010	2012-06-20
GUAY	-0.001	-0.009	2012-06-27
GUAY	-0.003	-0.010	2012-07-04
GUAY	-0.003	-0.008	2012-07-11
GUAY	-0.001	-0.008	2012-07-18
GUAY	-0.004	-0.008	2012-07-25
GUAY	-0.004	-0.008	2012-08-01
GUAY	-0.002	-0.006	2012-08-08
GUAY	-0.003	-0.009	2012-08-15
GUAY	-0.004	-0.010	2012-08-22
GUAY	-0.004	-0.008	2012-08-29
GUAY	-0.004	-0.009	2012-09-05
GUAY	-0.003	-0.008	2012-09-12
GUAY	-0.005	-0.008	2012-09-19
GUAY	-0.003	-0.009	2012-09-26
GUAY	-0.004	-0.009	2012-10-03
GUAY	-0.004	-0.010	2012-10-10
GUAY	-0.004	-0.010	2012-10-17
GUAY	-0.003	-0.011	2012-10-24
GUAY	-0.003	-0.012	2012-10-31
GUAY	-0.002	-0.012	2012-11-07
GUAY	-0.000	-0.012	2012-11-14
GUAY	-0.001	-0.013	2012-11-21
GUAY	0.001	-0.011	2012-11-28
GUAY	0.000	-0.011	2012-12-05
GUAY	-0.000	-0.012	2012-12-12
GUAY	0.001	-0.011	2012-12-19
GUAY	0.001	-0.012	2012-12-26
GUAY	-0.000	-0.011	2013-01-02
GUAY	0.002	-0.010	2013-01-09
GUAY	0.004	-0.009	2013-01-16
GUAY	0.004	-0.009	2013-01-23
GUAY	0.003	-0.008	2013-01-30
GUAY	0.003	-0.008	2013-02-06
GUAY	0.003	-0.008	2013-02-13
GUAY	0.005	-0.009	2013-02-20
GUAY	0.003	-0.008	2013-02-27
GUAY	0.001	-0.008	2013-03-06
GUAY	-0.001	-0.008	2013-03-13
GUAY	0.000	-0.008	2013-03-20
GUAY	0.001	-0.007	2013-03-27
GUAY	0.000	-0.009	2013-04-03
GUAY	-0.002	-0.007	2013-04-10
GUAY	0.001	-0.008	2013-04-17
GUAY	-0.000	-0.008	2013-04-24
GUAY	-0.003	-0.008	2013-05-01
GUAY	-0.003	-0.007	2013-05-08
GUAY	-0.002	-0.010	2013-05-15
GUAY	0.001	-0.012	2013-05-22
GUAY	0.001	-0.012	2013-05-29
GUAY	0.002	-0.009	2013-06-05
GUAY	0.001	-0.009	2013-06-12
GUAY	-0.000	-0.011	2013-06-19
GUAY	0.002	-0.008	2013-06-26
GUAY	-0.001	-0.009	2013-07-03
GUAY	-0.001	-0.008	2013-07-10
GUAY	-0.000	-0.008	2013-07-17
GUAY	0.002	-0.008	2013-07-24
GUAY	0.001	-0.008	2013-07-31
GUAY	0.000	-0.008	2013-08-07
GUAY	-0.001	-0.007	2013-08-14
GUAY	-0.003	-0.008	2013-08-21
GUAY	-0.001	-0.007	2013-08-28
GUAY	-0.002	-0.008	2013-09-04
GUAY	-0.002	-0.009	2013-09-11
GUAY	-0.001	-0.008	2013-09-18
GUAY	-0.002	-0.009	2013-09-25
GUAY	-0.001	-0.009	2013-10-02
GUAY	-0.001	-0.006	2013-10-09
GUAY	-0.001	-0.007	2013-10-16
GUAY	-0.002	-0.008	2013-10-23
GUAY	-0.000	-0.008	2013-10-30
GUAY	0.003	-0.008	2013-11-06
GUAY	0.002	-0.010	2013-11-13
GUAY	0.004	-0.009	2013-11-20
GUAY	0.003	-0.009	2013-12-04
GUAY	0.006	-0.009	2013-12-11
GUAY	0.006	-0.009	2013-12-18
GUAY	0.006	-0.009	2013-12-25
GUAY	0.005	-0.008	2014-01-01
GUAY	0.006	-0.009	2014-01-08
GUAY	0.005	-0.009	2014-01-15
GUAY	0.005	-0.010	2014-01-22
GUAY	0.005	-0.009	2014-01-29
GUAY	0.005	-0.009	2014-02-05
GUAY	0.005	-0.009	2014-02-12
GUAY	0.003	-0.007	2014-02-19
GUAY	0.005	-0.005	2014-02-26
GUAY	0.000	-0.007	2014-09-17
GUAY	0.001	-0.007	2014-09-24
GUAY	0.002	-0.006	2014-10-01
GUAY	0.003	-0.007	2014-10-08
GUAY	0.002	-0.006	2014-10-15
GUAY	0.002	-0.007	2014-10-22
GUAY	0.001	-0.008	2014-10-29
GUAY	0.003	-0.008	2014-11-05
GUAY	0.002	-0.006	2014-11-12
GUAY	0.004	-0.006	2014-11-19
GUAY	0.003	-0.007	2014-11-26
GUAY	0.004	-0.006	2015-02-04
GUAY	0.003	-0.005	2015-02-11
GUAY	0.004	-0.003	2015-02-18
GUAY	0.005	-0.001	2015-02-25
GUAY	0.005	-0.002	2015-03-04
GUAY	0.004	-0.003	2015-03-11
GUAY	0.003	-0.003	2015-03-18
GUAY	0.002	-0.003	2015-03-25
GUAY	0.003	-0.004	2015-04-01
GUAY	0.003	-0.005	2015-04-08
GUAY	0.002	-0.004	2015-04-15
GUAY	0.005	-0.003	2015-04-22
GUAY	0.006	-0.002	2015-04-29
GUAY	0.004	-0.010	2015-10-28
GUAY	0.006	-0.008	2015-11-04
GUAY	0.004	-0.009	2015-11-11
GUAY	0.005	-0.008	2015-11-18
GUAY	0.006	-0.009	2015-11-25
GUAY	0.006	-0.009	2015-12-02
GUAY	0.005	-0.010	2015-12-09
GUAY	0.006	-0.008	2015-12-16
GUAY	0.008	-0.010	2015-12-23
GUAY	0.009	-0.010	2015-12-30
GUAY	0.007	-0.011	2016-01-06
GUAY	0.009	-0.011	2016-01-20
GUAY	0.007	-0.010	2016-02-03
GUAY	0.008	-0.009	2016-02-10
GUAY	0.007	-0.008	2016-02-17
GUAY	0.007	-0.008	2016-02-24
GUAY	0.008	-0.009	2016-03-02
GUAY	0.008	-0.009	2016-03-02
GUAY	0.008	-0.011	2016-03-16
GUAY	0.008	-0.010	2016-03-30
GUAY	0.009	-0.012	2016-04-06
GUAY	0.010	-0.012	2016-04-13
GUAY	0.008	-0.010	2016-04-20
GUAY	0.011	-0.009	2016-04-27
GUAY	0.011	-0.008	2016-05-04
GUAY	0.010	-0.010	2016-05-11
GUAY	0.011	-0.007	2016-05-18
GUAY	0.009	-0.008	2016-05-25
GUAY	0.009	-0.010	2016-06-01
GUAY	0.010	-0.006	2016-06-08
GUAY	0.009	-0.007	2016-06-15
GUAY	0.010	-0.009	2016-06-22
GUAY	0.009	-0.010	2016-06-29
GUAY	0.008	-0.009	2016-07-06
GUAY	0.009	-0.009	2016-07-13
GUAY	0.010	-0.007	2016-07-20
GUAY	0.009	-0.009	2016-07-27
GUAY	0.009	-0.008	2016-08-03
GUAY	0.007	-0.008	2016-08-10
GUAY	0.007	-0.006	2016-08-17
GUAY	0.005	-0.007	2016-08-24
GUAY	0.006	-0.010	2016-08-31
GUAY	0.004	-0.009	2016-09-07
GUAY	0.003	-0.011	2016-09-14
GUAY	0.004	-0.011	2016-09-21
GUAY	0.004	-0.011	2016-09-28
GUAY	0.005	-0.010	2016-10-05
GUAY	0.004	-0.010	2016-10-12
GUAY	0.005	-0.009	2016-10-19
GUAY	0.005	-0.008	2016-10-26
